и варя 	3
аня мама 	3
иди иди 	3
трофимов не 	3
трофимов а 	3
все что 	3
андреевна какой 	3
и к 	3
в глубине 	3
могу ли 	3
вот вам 	3
давно уже 	3
восходит луна 	3
в передней 	3
и любовь 	3
уже два 	3
мадам лопахина 	3
мой милый 	3
ein zwei 	3
zwei drei 	3
подумайте шарлотта 	3
трофимов что 	3
пищик удивляясь 	3
 а 	3
дела не 	3
на место 	3
не правда 	3
правда ли 	3
что она 	3
гляжу на 	3
здесь не 	3
за дверью 	3
так вот 	3
не плачет 	3
я купил 	3
уходит с 	3
на прощанье 	3
по дереву 	3
больницу яша 	3
этом доме 	3
  	2
дочь  	2
до сих 	2
сих пор 	2
комнату ани 	2
и лопахин 	2
слава богу 	2
лопахин на 	2
на два 	2
на станции 	2
и вдруг 	2
бы ты 	2
дуняша я 	2
вы уехали 	2
прислушивается вот 	2
вот кажется 	2
едут лопахин 	2
пять лет 	2
лет не 	2
помню когда 	2
мой покойный 	2
 он 	2
этой самой 	2
самой комнате 	2
не плачь 	2
я вот 	2
в белой 	2
белой жилетке 	2
дуняша а 	2
в обморок 	2
обморок упаду 	2
очень уж 	2
дуняша и 	2
себя помнить 	2
входит епиходов 	2
епиходов с 	2
епиходов сейчас 	2
позвольте вам 	2
купил я 	2
третьего дня 	2
вас уверить 	2
какое-нибудь несчастье 	2
несчастье и 	2
подает лопахину 	2
извините за 	2
между прочим 	2
уходит дуняша 	2
а мне 	2
предложение сделал 	2
дуняша не 	2
человек он 	2
а только 	2
иной раз 	2
не поймешь 	2
поймешь и 	2
меня любит 	2
его так 	2
дуняша в 	2
волнении я 	2
и дуняша 	2
уходят сцена 	2
сцена пуста 	2
за сценой 	2
пройдемте здесь 	2
с собачкой 	2
ты мама 	2
же и 	2
мамочка любовь 	2
милая моя 	2
моя прекрасная 	2
я тут 	2
была маленькой 	2
целует брата 	2
пищик удивленно 	2
удивленно вы 	2
уходят все 	2
все кроме 	2
ани и 	2
снимает с 	2
не спала 	2
дуняша вы 	2
целует ее 	2
аня ты 	2
в свою 	2
сад о 	2
я могла 	2
всю дорогу 	2
аня радостно 	2
там и 	2
варвара михайловна 	2
его не 	2
входит варя 	2
на поясе 	2
ты дома 	2
приехала красавица 	2
красавица приехала 	2
и зачем 	2
же тебе 	2
я ужасно 	2
к ней 	2
не говори 	2
осталось ничего 	2
тоже не 	2
и мама 	2
мама не 	2
яша тоже 	2
ведь у 	2
там аня 	2
аня боже 	2
мой боже 	2
будут продавать 	2
так бы 	2
варя он 	2
так думаю 	2
не выйдет 	2
у него 	2
дела много 	2
ему не 	2
не до 	2
до меня 	2
меня и 	2
бог с 	2
а на 	2
всё как 	2
а в 	2
около двери 	2
богатого человека 	2
тогда была 	2
москву и 	2
входит яша 	2
идет через 	2
вы стали 	2
границей яша 	2
яша гм 	2
я была 	2
оглядывается и 	2
выйдя из 	2
лет тому 	2
тому назад 	2
недотёпа бормочет 	2
фирс чего 	2
чего изволите 	2
дуплет в 	2
режу в 	2
это ни 	2
ни странно 	2
кого лопахин 	2
я спать 	2
спать пойду 	2
моя целует 	2
целует ей 	2
рада что 	2
себя не 	2
аня прощай 	2
лицо руки 	2
господь с 	2
на свою 	2
ты люба 	2
в ее 	2
подает руку 	2
лопахину и 	2
и пищику 	2
ж господа 	2
его и 	2
и днем 	2
днем и 	2
и ночью 	2
спасибо мой 	2
мой старичок 	2
все ли 	2
мне хочется 	2
закрывает лицо 	2
лицо руками 	2
а вдруг 	2
же надо 	2
лопахин мне 	2
в пятом 	2
пятом часу 	2
часу утра 	2
это мне 	2
только чтобы 	2
как прежде 	2
отец был 	2
но вы 	2
для меня 	2
смейтесь надо 	2
без тебя 	2
садится и 	2
царство небесное 	2
теперь в 	2
моя дашенька 	2
ну да 	2
да я 	2
на двадцать 	2
не беспокойтесь 	2
прошу внимания 	2
ваше имение 	2
железная дорога 	2
и землю 	2
в аренду 	2
аренду под 	2
вы будете 	2
самое малое 	2
какая чепуха 	2
лопахин вы 	2
теперь же 	2
не останется 	2
останется ни 	2
не годится 	2
вы ничего 	2
не понимаете 	2
так это 	2
то что 	2
два года 	2
ни к 	2
к чему 	2
чему не 	2
двадцать второго 	2
второго августа 	2
и вишневый 	2
клянусь вам 	2
нет и 	2
и бывало 	2
гаев помолчи 	2
помолчи фирс 	2
было и 	2
же теперь 	2
лопахин до 	2
через двадцать 	2
что на 	2
и тогда 	2
и яша 	2
и со 	2
это из 	2
гляжу а 	2
сто лет 	2
было бы 	2
а все-таки 	2
вот уже 	2
ста лет 	2
добра и 	2
в течение 	2
слезы в 	2
пауза лопахин 	2
да любовь 	2
все такой 	2
лопахин поглядев 	2
ну мне 	2
на них 	2
андреевна испуганно 	2
нас на 	2
чем это 	2
это он 	2
три года 	2
в белом 	2
белом платье 	2
проходит через 	2
лопахин простите 	2
ивановна я 	2
лопахин не 	2
сегодня все 	2
покажите фокус 	2
уходит лопахин 	2
целуется с 	2
с пищиком 	2
не хочется 	2
дач и 	2
сердито да 	2
варя не 	2
я буду 	2
хороший человек 	2
же просыпается 	2
по закладной 	2
нет ничего 	2
и мне 	2
двести тысяч 	2
варя тихо 	2
аня спит 	2
весь белый 	2
не забыла 	2
на сад 	2
смеется от 	2
сад мой 	2
с плеч 	2
идет по 	2
это она 	2
входит трофимов 	2
я только 	2
и тотчас 	2
целует руку 	2
ждать до 	2
не хватило 	2
варя плачет 	2
мой мой 	2
мой мальчик 	2
мой друг 	2
петя отчего 	2
в вагоне 	2
неужели вы 	2
должно быть 	2
идите спать 	2
за ней 	2
все свое 	2
меня денег 	2
трофимов пищик 	2
гаев сестра 	2
от тебя 	2
с усмешкой 	2
же как 	2
яша очень 	2
варя мамочка 	2
да пауза 	2
много средств 	2
я думаю 	2
и значит 	2
значит в 	2
в сущности 	2
очень богата 	2
помог гаев 	2
не реви 	2
нас она 	2
вышла замуж 	2
замуж за 	2
не дворянина 	2
но как 	2
был в 	2
в окружном 	2
окружном суде 	2
входит аня 	2
аня варя 	2
аня не 	2
не спится 	2
целует ане 	2
ты говорил 	2
да да 	2
и сегодня 	2
так глупо 	2
и только 	2
и кажется 	2
ей не 	2
рот леденец 	2
моим клянусь 	2
теперь покойна 	2
покойна я 	2
я покойна 	2
сейчас сейчас 	2
уж так 	2
и варю 	2
но все 	2
в жизни 	2
надо знать 	2
варя вы 	2
уходит за 	2
в старой 	2
ну и 	2
пойдем в 	2
пойдем родная 	2
уходят в 	2
и играет 	2
все сидят 	2
отец и 	2
и мамаша 	2
я и 	2
и кто 	2
кто я 	2
а не 	2
не с 	2
с кем 	2
никого у 	2
епиходов играет 	2
мне до 	2
в зеркальце 	2
яша да 	2
никак не 	2
чего мне 	2
собственно говоря 	2
я всегда 	2
человек и 	2
зачем я 	2
не спеша 	2
ко мне 	2
утром я 	2
и тоже 	2
пауза вы 	2
вы читали 	2
авдотья федоровна 	2
мне делать 	2
делать с 	2
и уходит 	2
между нами 	2
взяли к 	2
жизни и 	2
как у 	2
такая деликатная 	2
будет с 	2
ежели девушка 	2
яша зевает 	2
я с 	2
этого не 	2
меня от 	2
уходит яша 	2
лопахин лопахин 	2
только одно 	2
андреевна кто 	2
в свое 	2
бедная моя 	2
о декадентах 	2
да гаев 	2
машет рукой 	2
могу без 	2
я или 	2
от смеха 	2
на торги 	2
а когда 	2
лопахин сколько 	2
я еще 	2
еще не 	2
вы точно 	2
что лопахин 	2
день я 	2
я говорю 	2
и вы 	2
это так 	2
вы меня 	2
не уходите 	2
может быть 	2
андреевна не 	2
вас с 	2
гаев в 	2
круазе в 	2
уж очень 	2
лопахин какие 	2
смеется любовь 	2
в это 	2
прямо в 	2
 вот 	2
я уехала 	2
за границу 	2
никогда не 	2
так как 	2
в прошлом 	2
прошлом году 	2
он обобрал 	2
просит прощения 	2
прощения умоляет 	2
еврейский оркестр 	2
какую я 	2
лопахин это 	2
надо прямо 	2
прямо говорить 	2
был мужик 	2
хорошая девушка 	2
она у 	2
вас любит 	2
в банке 	2
банке шесть 	2
шесть тысяч 	2
надоел ты 	2
ты постарел 	2
говорят ты 	2
не было 	2
при господах 	2
чему рады 	2
будьте покойны 	2
вот и 	2
и наши 	2
вас люблю 	2
вечный студент 	2
дело лопахин 	2
позвольте вас 	2
вас спросить 	2
ему на 	2
гордом человеке 	2
есть что-то 	2
быть может 	2
может вы 	2
вы и 	2
и правы 	2
в своем 	2
гаев все 	2
человечество идет 	2
в россии 	2
не читают 	2
ровно ничего 	2
у всех 	2
на глазах 	2
знаете я 	2
глубине сцены 	2
задумчиво епиходов 	2
епиходов идет 	2
ты опять 	2
трофимов вы 	2
отдаленный звук 	2
звук точно 	2
точно с 	2
с неба 	2
неба звук 	2
звук лопнувшей 	2
лопнувшей струны 	2
струны замирающий 	2
замирающий печальный 	2
это что 	2
далеко в 	2
фирс перед 	2
обнимает ее 	2
на станцию 	2
по этой 	2
прохожий чувствительно 	2
чувствительно вам 	2
вам благодарен 	2
я тебе 	2
что у 	2
мне еще 	2
господа пора 	2
лопахин охмелия 	2
в монастырь 	2
и ани 	2
аня смеясь 	2
друг друга 	2
отходит от 	2
мы выше 	2
мы идем 	2
как хорошо 	2
хорошо вы 	2
да погода 	2
аня что 	2
на земле 	2
наш сад 	2
живыми душами 	2
с каждого 	2
их в 	2
аня в 	2
верьте мне 	2
еще нет 	2
но я 	2
только судьба 	2
не был 	2
аня где 	2
где ты 	2
пауза вот 	2
вот оно 	2
голос вари 	2
вари аня 	2
в гостиную 	2
трофимов и 	2
андреевна в 	2
почтовым чиновником 	2
 варя 	2
начальником станции 	2
и т 	2
по гостиной 	2
на колени 	2
и трофимов 	2
два раза 	2
вас в 	2
пищик что 	2
трофимов дразнит 	2
лопахина варя 	2
вас на 	2
ума человек 	2
фальшивые бумажки 	2
даже в 	2
отчего так 	2
нет леонида 	2
он делает 	2
делает в 	2
торги не 	2
не состоялись 	2
ну ничего 	2
колоду карт 	2
колода карт 	2
о мой 	2
какая карта 	2
карта сверху 	2
шарлотта есть 	2
хороший мой 	2
мне тоже 	2
за пледом 	2
пледом стоит 	2
делает реверанс 	2
к матери 	2
и убегает 	2
браво шарлотта 	2
а леонида 	2
бабушка прислала 	2
на ее 	2
ее имя 	2
бог поможет 	2
ярославская бабушка 	2
пятнадцать тысяч 	2
хочешь  	2
надо быть 	2
без дела 	2
яша яша 	2
кий сломал 	2
же епиходов 	2
вы видите 	2
имение или 	2
даже как-то 	2
как-то не 	2
меня петя 	2
говорите же 	2
же что-нибудь 	2
говорите трофимов 	2
вы смело 	2
не потому 	2
потому ли 	2
ведь я 	2
люблю этот 	2
на пол 	2
не можете 	2
здесь мне 	2
за вас 	2
надо же 	2
с места 	2
места на 	2
место так 	2
и надо 	2
он болен 	2
за откровенность 	2
бога ради 	2
нет нет 	2
в ваши 	2
ваши годы 	2
вас нет 	2
в ужасе 	2
она говорит 	2
в зал 	2
же возвращается 	2
уходит в 	2
переднюю любовь 	2
из передней 	2
чистая душа 	2
танцует с 	2
яша что 	2
может я 	2
я посижу 	2
а сейчас 	2
оба уходят 	2
леонида андреича 	2
будьте так 	2
так добры 	2
возьмите меня 	2
меня с 	2
сделайте милость 	2
входит пищик 	2
сто восемьдесят 	2
восемьдесят рубликов 	2
как цветок 	2
не желаете 	2
позволю себе 	2
себе так 	2
так выразиться 	2
варя варя 	2
варя ты 	2
с меня 	2
ты смеешь 	2
вон отсюда 	2
он идет 	2
входит лопахин 	2
входит любовь 	2
андреевна любовь 	2
это вы 	2
к поезду 	2
через залу 	2
сверх долга 	2
по десяти 	2
все это 	2
купил имение 	2
их не 	2
топором по 	2
музыка играй 	2
играет музыка 	2
и горько 	2
горько плачет 	2
отчего же 	2
скорее бы 	2
берет его 	2
его под 	2
за все 	2
входят аня 	2
подходит к 	2
пойдем милая 	2
через переднюю 	2
не смогла 	2
не стану 	2
ты яша 	2
со двора 	2
уже пора 	2
мои калоши 	2
дверь аня 	2
как-то странно 	2
лопахин значит 	2
город а 	2
а завтра 	2
прощай голубчик 	2
мне не 	2
не нужно 	2
я за 	2
заработал сорок 	2
сорок тысяч 	2
что это 	2
без вас 	2
пора ехать 	2
очень аня 	2
отправили в 	2
на шею 	2
ж плакать 	2
пьет шампанское 	2
в экипажи 	2
окидывает взглядом 	2
взглядом комнату 	2
новая жизнь 	2
лучше это 	2
уа уа 	2
андреевна мы 	2
я гляжу 	2
на этом 	2
теперь можно 	2
можно и 	2
я к 	2
к рагулиным 	2
жизнь в 	2
в дорогу 	2
друзья мои 	2
моя сестра 	2
голос ани 	2
мама голос 	2
голос трофимова 	2
